epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
117,320.082,1.77364,1.57866,1.48258,0.35939,0.3449,0.26485,0.11451,2.02471,2.76315,1.52955,0.00110079,0.00110079,0.00110079
118,323.065,1.77974,1.63323,1.54929,0.55061,0.1396,0.13339,0.06208,2.15885,5.2384,1.60615,0.00109796,0.00109796,0.00109796
119,326.055,1.9071,1.63541,1.51487,0.76144,0.45014,0.40783,0.2013,1.84266,2.84732,1.42286,0.00109513,0.00109513,0.00109513
120,329.002,1.8747,1.80883,1.57564,0.76144,0.45014,0.40783,0.2013,1.84266,2.84732,1.42286,0.0010923,0.0010923,0.0010923
121,331.991,1.93883,1.65005,1.50078,0.45907,0.5057,0.39129,0.17401,1.95288,3.27244,1.57915,0.00108947,0.00108947,0.00108947
122,335.246,1.82331,1.72206,1.53333,0.46328,0.46474,0.44138,0.22977,1.82679,3.05044,1.44727,0.00108664,0.00108664,0.00108664
123,338.22,1.82048,1.63094,1.54097,0.46328,0.46474,0.44138,0.22977,1.82679,3.05044,1.44727,0.00108381,0.00108381,0.00108381
124,341.306,1.76925,1.50815,1.39697,0.70269,0.4245,0.40815,0.20148,1.79567,2.40653,1.44081,0.00108098,0.00108098,0.00108098
125,344.293,1.84629,1.68096,1.60913,0.39635,0.44088,0.40491,0.20496,1.81719,4.15687,1.45302,0.00107815,0.00107815,0.00107815
126,347.027,1.72823,1.50735,1.43597,0.39635,0.44088,0.40491,0.20496,1.81719,4.15687,1.45302,0.00107532,0.00107532,0.00107532
127,350.155,1.76644,1.61818,1.48905,0.2945,0.41923,0.38664,0.22912,1.76239,4.17479,1.37067,0.00107249,0.00107249,0.00107249
128,353.051,1.71877,1.51576,1.52226,0.33262,0.42664,0.36162,0.19537,1.97379,3.83872,1.44717,0.00106966,0.00106966,0.00106966
129,356.055,1.92431,1.57061,1.60676,0.33262,0.42664,0.36162,0.19537,1.97379,3.83872,1.44717,0.00106683,0.00106683,0.00106683
130,359.031,1.80366,1.65328,1.50726,0.32665,0.41524,0.40991,0.24124,1.82682,2.58928,1.39486,0.001064,0.001064,0.001064
131,361.981,1.69968,1.46013,1.43769,0.79588,0.39563,0.45471,0.28604,1.73723,1.79318,1.28695,0.00106118,0.00106118,0.00106118
132,365.028,1.71066,1.56912,1.44858,0.79588,0.39563,0.45471,0.28604,1.73723,1.79318,1.28695,0.00105835,0.00105835,0.00105835
133,368.02,1.66722,1.42958,1.4225,0.43312,0.5057,0.51451,0.3147,1.75012,1.84503,1.24228,0.00105552,0.00105552,0.00105552
134,371.148,1.67453,1.4651,1.41255,0.8029,0.32479,0.41434,0.23073,1.74704,2.43772,1.30035,0.00105269,0.00105269,0.00105269
135,374.056,1.74535,1.61239,1.49098,0.8029,0.32479,0.41434,0.23073,1.74704,2.43772,1.30035,0.00104986,0.00104986,0.00104986
136,377.059,1.68822,1.57849,1.4963,0.82491,0.36182,0.42938,0.26713,1.71955,2.13607,1.31577,0.00104703,0.00104703,0.00104703
137,379.973,1.85965,1.73044,1.54498,0.7,0.4245,0.48488,0.26942,1.80248,1.91319,1.39117,0.0010442,0.0010442,0.0010442
138,382.846,1.72256,1.46295,1.48063,0.7,0.4245,0.48488,0.26942,1.80248,1.91319,1.39117,0.00104137,0.00104137,0.00104137
139,385.878,1.80567,1.67469,1.51976,0.3491,0.35328,0.40694,0.16206,2.26873,2.3535,1.65622,0.00103854,0.00103854,0.00103854
140,388.764,1.6239,1.32634,1.39323,0.57208,0.49226,0.47384,0.2322,1.91776,1.84699,1.49804,0.00103571,0.00103571,0.00103571
141,391.765,1.57744,1.3735,1.407,0.57208,0.49226,0.47384,0.2322,1.91776,1.84699,1.49804,0.00103288,0.00103288,0.00103288
